date,value
2025-12-09,25668.69
2025-12-10,25776.44
2025-12-11,25686.68
2025-12-12,25196.73
2025-12-15,25067.26
2025-12-16,25132.94
2025-12-17,24647.61
2025-12-18,25019.37
2025-12-19,25346.18
2025-12-22,25461.7
2025-12-23,25587.83
2025-12-24,25656.15
2025-12-26,25644.39
2025-12-29,25525.56
2025-12-30,25462.56
2025-12-31,25249.85
2026-01-02,25206.17
2026-01-05,25401.32
2026-01-06,25639.71
2026-01-07,25653.9
2026-01-08,25507.1
2026-01-09,25766.26
2026-01-12,25787.66
2026-01-13,25741.95
2026-01-14,25465.94
2026-01-15,25547.08
2026-01-16,25529.26
2026-01-20,24987.57
2026-01-21,25326.58
2026-01-22,25518.35
2026-01-23,25605.47
2026-01-26,25713.21
2026-01-27,25939.74
2026-01-28,26022.79
2026-01-29,25884.3
2026-01-30,25552.39
2026-02-02,25738.61
2026-02-03,25338.62
2026-02-04,24891.24
2026-02-05,24548.69
2026-02-06,25075.77
2026-02-09,25268.14
2026-02-10,25127.64
2026-02-11,25201.26
2026-02-12,24687.61
2026-02-13,24732.73
2026-02-17,24701.6
2026-02-18,24898.87
2026-02-19,24797.34
2026-02-20,25012.62
2026-02-23,24708.94
2026-02-24,24977.04
2026-02-25,25329.04
2026-02-26,25034.37
2026-02-27,24960.04
2026-03-02,24992.6
2026-03-03,24720.08
2026-03-04,25093.68
2026-03-05,25020.41
2026-03-06,24643.01
2026-03-09,24967.25
2026-03-10,24956.47
2026-03-11,24965.01
2026-03-12,24533.58
2026-03-13,24380.73
2026-03-16,24655.34
2026-03-17,24780.42
2026-03-18,24425.09
2026-03-19,24355.28
2026-03-20,23898.15
2026-03-23,24188.59
2026-03-24,24002.45
2026-03-25,24162.98
2026-03-26,23586.99
2026-03-27,23132.77
2026-03-30,22953.38
2026-03-31,23740.19
2026-04-01,24019.99
2026-04-02,24045.53
2026-04-06,24192.17
2026-04-07,24202.37
2026-04-08,24903.17
2026-04-09,25082.09
2026-04-10,25116.34
2026-04-13,25383.72
2026-04-14,25842.0
2026-04-15,26204.58
2026-04-16,26333.0
2026-04-17,26672.43
2026-04-20,26590.34
2026-04-21,26479.47
2026-04-22,26937.27
2026-04-23,26782.62
2026-04-24,27303.67
2026-04-27,27305.68
2026-04-28,27029.01
2026-04-29,27186.99
2026-04-30,27452.12
2026-05-01,27710.36
2026-05-04,27651.82
2026-05-05,28015.06
2026-05-06,28599.17
2026-05-07,28563.95
2026-05-08,29234.99
2026-05-11,29320.66
2026-05-12,29064.8
2026-05-13,29366.94
2026-05-14,29580.3
2026-05-15,29125.2
2026-05-18,28994.37
2026-05-19,28818.84
2026-05-20,29297.7
2026-05-21,29357.27
2026-05-22,29481.64
2026-05-26,30001.32
2026-05-27,29973.57
2026-05-28,30223.89
2026-05-29,30333.18
2026-06-01,30513.86
2026-06-02,30660.6
2026-06-03,30571.24
2026-06-04,30407.81
2026-06-05,28957.6
2026-06-08,29414.26
2026-06-09,29084.5
2026-06-10,28508.03
2026-06-11,29446.18
2026-06-12,29635.95
2026-06-15,30543.92
2026-06-16,29968.13
2026-06-17,29670.95
2026-06-18,30406.19
2026-06-22,30347.08
2026-06-23,29347.27
2026-06-24,29220.06
2026-06-25,29440.32
2026-06-26,29118.24
2026-06-29,29774.75
2026-06-30,30276.35
2026-07-01,29809.13
2026-07-02,29329.21
2026-07-06,29697.87
2026-07-07,29173.02
2026-07-08,29252.56
2026-07-09,29727.1
2026-07-10,29825.11
2026-07-13,29264.1
2026-07-14,29586.29
2026-07-15,29502.6
2026-07-16,29025.77
2026-07-17,28592.66
2026-07-20,28604.23
2026-07-21,29155.18
2026-07-22,28998.1
2026-07-23,28454.81
2026-07-24,28128.34
2026-07-27,28039.21
2026-07-28,27763.13
2026-07-29,27192.31
2026-07-30,28106.35
2026-07-31,28274.2
2026-08-03,28776.8
2026-08-04,29733.16
2026-08-05,29487.79
2026-08-06,29373.33
2026-08-07,29722.3
2026-08-10,29621.8
2026-08-11,29525.48
2026-08-12,29742.6
2026-08-13,30084.5
2026-08-14,30046.14
2026-08-17,29995.38
2026-08-18,29490.96
2026-08-19,29426.02
2026-08-20,29213.16
2026-08-21,29308.86
2026-08-24,29023.18
2026-08-25,29209.23
2026-08-26,29224.52
2026-08-27,29641.56
